24/12/2019,09:28:52,1146,1048,918.0
24/12/2019,09:30:58,1144,1048,954.03
24/12/2019,09:33:04,1142,1045,971.23
24/12/2019,09:35:11,1141,1043,1012.47
24/12/2019,09:37:17,1140,1043,1047.53
24/12/2019,09:39:24,1140,1046,1065.23
24/12/2019,09:41:31,1137,1039,1062.63
24/12/2019,09:43:37,1134,1037,1080.8
24/12/2019,09:45:43,1133,1036,1146.63
24/12/2019,09:47:50,1132,1036,1196.33
24/12/2019,09:49:56,1132,1034,1204.4
24/12/2019,09:52:02,1132,1034,1262.87
24/12/2019,09:54:08,1129,1032,1301.87
24/12/2019,09:56:14,1130,1033,1327.63
24/12/2019,09:58:20,1129,1032,1350.6
24/12/2019,10:00:27,1129,1032,1413.07
24/12/2019,10:02:34,1129,1032,1478.23
24/12/2019,10:04:40,1128,1031,1508.5
24/12/2019,10:06:47,1129,1031,1500.83
24/12/2019,10:08:53,1128,1031,1567.0
24/12/2019,10:10:59,1128,1031,1670.87
24/12/2019,10:13:06,1129,1032,1726.47
24/12/2019,10:15:12,1129,1032,1739.07
24/12/2019,10:17:18,1130,1033,1763.47
24/12/2019,10:19:24,1129,1032,1802.0
24/12/2019,10:21:31,1129,1032,2458.4
24/12/2019,10:23:37,1130,1033,3364.8
24/12/2019,10:25:43,1131,1033,3671.3
24/12/2019,10:27:49,1131,1034,3355.83
24/12/2019,10:29:55,1131,1034,3683.6
24/12/2019,10:32:01,1134,1037,4148.4
24/12/2019,10:34:08,1134,1036,4091.4
24/12/2019,10:36:15,1135,1037,4012.93
24/12/2019,10:38:21,1134,1037,3364.57
24/12/2019,10:40:27,1134,1036,3613.57
24/12/2019,10:42:34,1134,1037,2270.83
24/12/2019,10:44:41,1135,1037,2193.53
24/12/2019,10:46:47,1137,1038,1907.3
24/12/2019,10:48:53,1138,1039,1480.43
24/12/2019,10:50:59,1138,1040,1350.77
24/12/2019,10:53:06,1138,1040,1758.0
24/12/2019,10:55:13,1138,1040,1717.8
24/12/2019,10:57:19,1139,1041,1634.47
24/12/2019,10:59:25,1139,1041,2762.0
24/12/2019,11:01:31,1140,1041,2679.8
24/12/2019,11:03:38,1139,1041,1967.47
24/12/2019,11:05:45,1139,1041,2574.93
24/12/2019,11:07:51,1139,1041,1754.1
24/12/2019,11:09:57,1140,1042,1983.4
24/12/2019,11:12:03,1140,1043,1737.6
24/12/2019,11:14:09,1139,1041,1181.6
24/12/2019,11:16:16,1140,1041,1121.0
24/12/2019,11:18:22,1139,1042,1525.6
24/12/2019,11:20:29,1139,1041,1536.6
24/12/2019,11:22:36,1140,1042,1333.4
24/12/2019,11:24:42,1206,1102,1205.57
24/12/2019,11:26:49,1141,1043,1440.53
24/12/2019,11:28:56,1177,1044,1767.63
24/12/2019,11:31:02,1175,1043,2039.77
24/12/2019,11:33:08,1138,1042,1736.8
24/12/2019,11:35:14,1138,1040,1652.27
24/12/2019,11:37:20,1138,1041,1748.07
24/12/2019,11:39:27,1136,1040,1656.93
